Open,High,Low,Close,Date
350,355,344.35,351.1,19/08/2015 12:00:00 AM
350,350,341,342.1,20/08/2015 12:00:00 AM
340,340,328,332.75,21/08/2015 12:00:00 AM
313.9,318.8,304.1,309.7,24/08/2015 12:00:00 AM
308.05,332,306.25,329.2,25/08/2015 12:00:00 AM
324.9,341.6,318.7,336.8,26/08/2015 12:00:00 AM
338,342.25,328.25,334.7,27/08/2015 12:00:00 AM
340.55,343,335.5,340.4,28/08/2015 12:00:00 AM
341,348.6,332.65,340.15,31/08/2015 12:00:00 AM
335.15,339.4,324.75,329.6,01/09/2015 12:00:00 AM
329.45,332.75,321.5,325.35,02/09/2015 12:00:00 AM
329.7,339.7,327,333.35,03/09/2015 12:00:00 AM
331,331,316.4,322.85,04/09/2015 12:00:00 AM
328.8,332.75,320.5,323.6,07/09/2015 12:00:00 AM
327.9,333.5,317,331.7,08/09/2015 12:00:00 AM
335.05,350.35,333.65,344.9,09/09/2015 12:00:00 AM
340,356.5,331.45,354.25,10/09/2015 12:00:00 AM
354.8,359,342.6,345.55,11/09/2015 12:00:00 AM
348.9,351.2,342.75,346.75,14/09/2015 12:00:00 AM
347,347,332.55,333.95,15/09/2015 12:00:00 AM
338.7,340.25,332.5,337.9,16/09/2015 12:00:00 AM
330,333.75,324.5,328.4,18/09/2015 12:00:00 AM
326.8,334.8,326,331.6,21/09/2015 12:00:00 AM
331.9,333.7,314.1,315.65,22/09/2015 12:00:00 AM
312,312.5,306.5,310.2,23/09/2015 12:00:00 AM
312,312,302,303.65,24/09/2015 12:00:00 AM
305,305,283.8,285.25,28/09/2015 12:00:00 AM
280.1,294.75,279.15,288.65,29/09/2015 12:00:00 AM
290,299.6,288.15,298.45,30/09/2015 12:00:00 AM
300.1,301,291.75,297,01/10/2015 12:00:00 AM
301.9,322,301.7,315.2,05/10/2015 12:00:00 AM
320,334.9,320,333.5,06/10/2015 12:00:00 AM
333.9,344.95,329.15,341.2,07/10/2015 12:00:00 AM
342.9,347.25,341.55,342.85,08/10/2015 12:00:00 AM
345,358,341.15,355.9,09/10/2015 12:00:00 AM
357,367,356.6,362.4,12/10/2015 12:00:00 AM
361.65,365.5,355.1,360.95,13/10/2015 12:00:00 AM
360,360,351,352.3,14/10/2015 12:00:00 AM
355,383.7,355,380.7,15/10/2015 12:00:00 AM
389,391.05,381.3,386.2,16/10/2015 12:00:00 AM
384,384,376.6,378.5,19/10/2015 12:00:00 AM
379.9,395.2,377.5,383,20/10/2015 12:00:00 AM
381,386.4,378.8,381.2,21/10/2015 12:00:00 AM
383.5,388.5,382,382.95,23/10/2015 12:00:00 AM
385.7,390,383.25,384.6,26/10/2015 12:00:00 AM
384.1,386.5,382,383.15,27/10/2015 12:00:00 AM
383.8,390.6,382.85,386,28/10/2015 12:00:00 AM
387.25,396.9,384.2,391.25,29/10/2015 12:00:00 AM
389.95,390.5,383.55,384.45,30/10/2015 12:00:00 AM
387,392,384.1,387.2,02/11/2015 12:00:00 AM
391.5,391.5,381,382.05,03/11/2015 12:00:00 AM
389,407.2,389,405.05,04/11/2015 12:00:00 AM
403.45,412.8,401.4,403.8,05/11/2015 12:00:00 AM
400.7,404.1,392.6,396.25,06/11/2015 12:00:00 AM
372,413,372,411.65,09/11/2015 12:00:00 AM
407.9,417.2,402.5,408.35,10/11/2015 12:00:00 AM
408.8,414.3,408.8,411.75,11/11/2015 12:00:00 AM
409,417.25,401.2,402.85,13/11/2015 12:00:00 AM
400.9,404.3,394.25,400.2,16/11/2015 12:00:00 AM
402.9,410.35,398.7,407.3,17/11/2015 12:00:00 AM
408.2,413.25,403.5,405.45,18/11/2015 12:00:00 AM
410.2,410.2,403.5,407.15,19/11/2015 12:00:00 AM
407.25,410.5,401.7,402.85,20/11/2015 12:00:00 AM
401.05,404.4,396.5,401.85,23/11/2015 12:00:00 AM
399,406.15,397.1,401.05,24/11/2015 12:00:00 AM
404,424.95,403.6,423.15,26/11/2015 12:00:00 AM
424.2,431.9,416.5,417.55,27/11/2015 12:00:00 AM
421,429.8,418,423.35,30/11/2015 12:00:00 AM
425.5,427.1,416.1,417.4,01/12/2015 12:00:00 AM
416,418.8,410.9,412.7,02/12/2015 12:00:00 AM
408,411.95,404.45,405.4,03/12/2015 12:00:00 AM
